n,p,M,trim,theta,count,survival,micro_cost,slack
1024,6415361,6265,5,0.75,2466,0.393615323224,0.574140474445,0.027059525555
256,552193,2157,5,0.75,849,0.393602225313,0.574121369393,0.027078630607
1024,5726209,5592,5,0.75,2201,0.393597997139,0.574115202037,0.027084797963
1024,5432321,5305,5,0.75,2088,0.393590951932,0.574104925663,0.027095074337
512,1453057,2838,5,0.75,1117,0.393587033122,0.574099209555,0.027100790445
1024,7152641,6985,5,0.75,2749,0.393557623479,0.574056311667,0.027143688333
256,1403137,5481,5,0.75,2157,0.393541324576,0.574032537541,0.027167462459
512,3228161,6305,5,0.75,2481,0.393497224425,0.573968211587,0.027231788413
1024,2297857,2244,5,0.75,883,0.393493761141,0.573963159924,0.027236840076
1024,2787329,2722,5,0.75,1071,0.393460690669,0.573914922228,0.027285077772
512,3630593,7091,5,0.75,2790,0.393456494148,0.573908801042,0.027291198958
1024,7508993,7333,5,0.75,2885,0.393426973953,0.573865741899,0.027334258101
1024,5385217,5259,5,0.75,2069,0.393420802434,0.573856739915,0.027343260085
512,2190337,4278,5,0.75,1683,0.393408134642,0.573838262250,0.027361737750
256,2018561,7885,5,0.75,3102,0.393405199746,0.573833981313,0.027366018687
1024,4188161,4090,5,0.75,1609,0.393398533007,0.573824256984,0.027375743016
1024,5882881,5745,5,0.75,2260,0.393385552654,0.573805323407,0.027394676593
1024,4360193,4258,5,0.75,1675,0.393377172381,0.573793099661,0.027406900339
512,3956737,7728,5,0.75,3040,0.393374741201,0.573789553459,0.027410446541
256,625409,2443,5,0.75,961,0.393368808842,0.573780900322,0.027419099678
1024,7216129,7047,5,0.75,2772,0.393358876117,0.573766412118,0.027433587882
1024,7914497,7729,5,0.75,3040,0.393323845258,0.573715314935,0.027484685065
1024,4996097,4879,5,0.75,1919,0.393318302931,0.573707230711,0.027492769289
512,2495489,4874,5,0.75,1917,0.393311448502,0.573697232613,0.027502767387
256,1720321,6720,5,0.75,2643,0.393303571429,0.573685742849,0.027514257151
256,1443073,5637,5,0.75,2217,0.393294305482,0.573672227229,0.027527772771
1024,3022849,2952,5,0.75,1161,0.393292682927,0.573669860517,0.027530139483
256,1695233,6622,5,0.75,2604,0.393234672304,0.573585244283,0.027614755717
512,2285057,4463,5,0.75,1755,0.393233251176,0.573583171378,0.027616828622
256,1632769,6378,5,0.75,2508,0.393226716839,0.573573640175,0.027626359825
512,2217473,4331,5,0.75,1703,0.393211729393,0.573551778984,0.027648221016
1024,2200577,2149,5,0.75,845,0.393206142392,0.573543629598,0.027656370402
256,1330177,5196,5,0.75,2043,0.393187066975,0.573515805557,0.027684194443
512,2116097,4133,5,0.75,1625,0.393176869102,0.573500930599,0.027699069401
256,1265921,4945,5,0.75,1944,0.393124368049,0.573424350806,0.027775649194
512,1370113,2676,5,0.75,1052,0.393124065770,0.573423909892,0.027776090108
1024,2638849,2577,5,0.75,1013,0.393092743500,0.573378222182,0.027821777818
1024,2331649,2277,5,0.75,895,0.393061045235,0.573331986032,0.027868013968
256,668929,2613,5,0.75,1027,0.393034825871,0.573293741591,0.027906258409
1024,2469889,2412,5,0.75,948,0.393034825871,0.573293741591,0.027906258409
512,2979329,5819,5,0.75,2287,0.393022856161,0.573276282172,0.027923717828
1024,6393857,6244,5,0.75,2454,0.393017296605,0.573268172817,0.027931827183
